,Has Twitter,Number of tweets in total,Twitter Handle,Twitter followers,Twitter following
277503,1,15101,maryrosemuseum,17265,1521
1031547,0,,,,
276784,0,,,,
284881,0,,,,
700042,1,24,CHET_centre,55,28
523286,0,,,,
284957,1,662,broadreachhous1,330,370
278950,0,,,,
1027642,0,,,,
276035,1,16177,planuk,36522,4816
1102293,1,480,EveryNationLDN,276,120
526063,0,,,,
285917,1,5589,golfrootshq,6134,2177
529253,1,3553,noco_lkh,881,1377
279884,1,11650,sadlers_wells,63151,1708
700305,0,,,,
1028921,0,,,,
293787,1,6661,celiahammond,22214,117
1029419,0,,,,
701846,0,,,,
285398,1,2415,csbschool,1827,417
281242,0,,,,
702278,0,,,,
702763,0,,,,
293466,1,678,solefieldschool,340,143
800004,0,,,,
289048,1,2633,stjosephssch,1857,407
289066,0,,,,
1030875,0,,,,
1104552,0,,,,
1029292,0,,,,
1028249,0,,,,
293464,0,,,,
288125,1,1546,YorkshireCC,1307,536
1028121,0,,,,
293417,1,338,hwvthe,286,762
1028014,0,,,,
1027652,0,,,,
1026963,0,,,,
1026029,0,,,,
1027621,0,,,,
1101971,0,,,,
802791,1,485,HEOS_MT,248,325
1027543,0,,,,
801658,1,2818,nsr_uk,4824,838
1003439,0,,,,
293623,0,,,,
1027256,0,,,,
802796,0,,,,
1027121,0,,,,
1101095,1,7261,xlplondon,5198,1217
1004457,0,,,,
1004467,0,,,,
293522,0,,,,
1011381,0,,,,
1099162,0,,,,
1010596,0,,,,
1099808,0,,,,
1026972,0,,,,
1012556,0,,,,
1026432,1,767,bagbooks,814,937
1025259,0,,,,
801662,0,,,,
1020741,0,,,,
1015452,0,,,,
293355,0,,,,
1021867,0,,,,
1022380,0,,,,
1019866,0,,,,
292897,0,,,,
1001760,0,,,,
1012018,0,,,,
1010038,1,342,MKWorksforUs,288,330
292886,0,,,,
1017668,0,,,,
1099301,0,,,,
802749,0,,,,
1004426,0,,,,
1007779,0,,,,
292664,0,,,,
1013870,1,1803,SoundSeekers,1370,537
1018896,0,,,,
292683,1,1688,thorpehousesch,880,90
1019755,0,,,,
1095798,1,39092,englandrugby,958930,50298
1009018,0,,,,
286434,0,,,,
1094775,0,,,,
287579,0,,,,
1093946,1,2830,UKSG,4962,1050
247926,0,,,,
1094611,0,,,,
286059,0,,,,
800560,0,,,,
801112,0,,,,
281681,0,,,,
803237,0,,,,
292537,1,1324,westbrookhaysch,630,73
292518,1,3393,GenesisTrustUK,1497,536
1001061,0,,,,
801656,0,,,,
802635,1,106,iagrm,1357,2387
900526,0,,,,
1013176,0,,,,
293360,1,1095,@StEdwards_Prep,591,184
900067,1,1636,MaskersTheatre,1109,616
1002465,0,,,,
1002017,0,,,,
1002622,1,122,@sedmusiccentre,75,33
1005366,1,323,SevingtonSchool,153,186
290833,1,3918,mozartplayers,8056,1079
290647,1,1685,biflorence,1422,1082
1000428,0,,,,
291691,1,6349,allwecanuk,2474,4230
1003067,0,,,,
1010782,1,,hashtag,,
290112,0,,,,
292845,1,1568,STMShaftesbury,1381,289
289372,1,16598,greenbelt,19133,2439
288417,0,,,,
292320,0,,,,
1010721,0,,,,
288887,0,,,,
283322,0,,,,
290261,0,,,,
283564,1,1739,EoEAgricultural,2009,663
288465,1,4484,skillsforgrowth,1275,1622
1020798,0,,,,
288356,1,1657,hujjat,1275,0
1011360,0,,,,
290866,1,1120,LhasaLimited,348,665
288379,1,6682,walsinghamuk,2364,1444
283813,0,,,,
1025443,0,,,,
293074,1,14310,raengnews,30364,1664
288675,1,,P_M_School,,
1022015,0,,,,
1018543,0,,,,
1015474,0,,,,
1016375,1,507,PhoenixGymBerks,407,435
290456,0,,,,
1015234,0,,,,
1014419,0,,,,
1016854,0,,,,
1091258,1,62,SbSAutismUK,80,20
1014449,0,,,,
1017387,1,2416,battleftrust,4751,1131
288595,1,13501,SuffolkShow,14248,6444
1014284,1,178,ParkhouseAward,306,570
1017858,0,,,,
1087502,0,,,,
1021196,0,,,,
1023359,0,,,,
1021455,0,,,,
1019788,0,,,,
1021957,0,,,,
1092036,0,,,,
1017239,0,,,,
1020248,0,,,,
1021216,0,,,,
1089316,1,853,realaid,238,235
1085527,1,9110,Anaphylaxiscoms,8199,6080
288404,0,,,,
1021342,0,,,,
1022438,0,,,,
1085391,1,161,LSO_Osteopathy,1219,723
1022793,0,,,,
1024873,0,,,,
288148,0,,,,
1023849,0,,,,
1024956,0,,,,
1086518,0,,,,
1088600,0,,,,
285244,1,448,ditchamjuniors,328,296
1025917,0,,,,
1026132,1,299,BlackboysPreSch,263,201
1026325,0,,,,
1041142,0,,,,
1042132,0,,,,
1105487,1,870,AIDIPPLEPEN,1176,1081
284016,1,356,eurocentres,1810,1688
285287,0,,,,
309047,0,,,,
285836,0,,,,
1040637,0,,,,
1107300,0,,,,
285908,1,15543,WorldVisionUK,11463,1994
1040959,0,,,,
1107666,1,8107,IIRSM,9827,1224
307931,0,,,,
286892,1,3579,SHSKSchool,1446,596
1041173,0,,,,
285251,0,,,,
286628,1,3910,@benendenschool,2083,554
307917,0,,,,
1045909,0,,,,
287120,0,,,,
287610,1,22809,PremierNewsDesk,3625,353
1109200,0,,,,
307914,1,409,babingtonbr7,626,469
307923,1,2993,SevenoaksSchool,2351,194
1111193,1,272,MDALGLISHAPPEAL,10518,39
1112100,1,2799,vincentwildlife,5825,338
309087,1,306,PapplewickAscot,280,62
1105873,0,,,,
1106745,1,1512,carersbucks,1283,867
294750,0,,,,
1047724,0,,,,
1111303,0,,,,
1117979,0,,,,
1107956,0,,,,
1118018,1,1090,southsbsc,1126,1719
295145,1,918,gfswoking,445,146
1112575,1,12816,lumos,173558,1403
309088,1,2106,StGeorgesAscot,3535,1138
1057696,0,,,,
294540,0,,,,
1063906,0,,,,
1111048,0,,,,
1111609,1,981,SPTCuk,711,155
1079670,0,,,,
1111816,0,,,,
1117339,0,,,,
1115972,0,,,,
1055843,1,485,SimonShutt,107,87
1115631,0,,,,
1122941,0,,,,
295237,0,,,,
1084065,0,,,,
1115680,0,,,,
1124257,1,2811,childsliteracy,5182,3319
1119056,1,1318,ShaykhPirzada,2670,24
297106,1,117,HoweGreenHouse,119,99
1116202,0,,,,
1119130,0,,,,
1119309,0,,,,
1118160,0,,,,
1062187,0,,,,
1121239,0,,,,
1112487,0,,,,
1122108,0,,,,
1125029,1,810,Woodieschurch,1085,161
296454,0,,,,
1059728,0,,,,
1059975,1,1886,YahwehCF,205,313
1127597,1,9363,HebdenTownHall,4288,1271
1065658,0,,,,
1130082,0,,,,
299522,0,,,,
1122082,0,,,,
289717,1,13679,yalebooks,11991,6690
294860,1,2186,adduk,2192,529
1120261,1,8628,histassoc,17653,1854
287694,1,1170,stfrancisherts,674,100
290143,0,,,,
1026648,0,,,,
290180,1,3391,stmaryssch,2521,940
1060438,0,,,,
1041529,0,,,,
1055045,0,,,,
294944,0,,,,
288371,0,,,,
290767,1,5480,wjrelief,4966,927
291583,1,6766,regentsuni,9878,3738
292411,1,9252,centrepointuk,39718,1192
1055187,0,,,,
1055350,0,,,,
1055726,0,,,,
302606,1,1356,hertsscouts,1730,307
292786,0,,,,
1056520,0,,,,
292880,1,0,HMTHospitals,5,0
1057032,0,,,,
1057351,0,,,,
1127835,1,434,StMarysGB,160,15
1057589,0,,,,
1057694,0,,,,
1057786,0,,,,
295003,0,,,,
307915,1,1412,bickleyparksch,542,231
307379,0,,,,
1127404,1,634,_kpc_,201,9
1058203,1,1769,HalifaxBuddhist,717,55
1124896,1,55651,NUFC,1309626,88
1058261,0,,,,
1058672,0,,,,
1058968,1,11744,Pituitary_org,4819,3686
1059310,0,,,,
299690,0,,,,
1059524,0,,,,
1124517,1,4091,CIPHE,9489,1574
294387,0,,,,
1059976,0,,,,
1060260,0,,,,
1124959,0,,,,
1060869,0,,,,
306096,1,8428,RoyalStatSoc,18817,803
1122918,0,,,,
1061255,0,,,,
1111382,1,251,OAAinfo,1006,88
1126198,1,2116,OasisDAService,1127,1174
1061460,1,824,TorquayBoysGS,1665,354
1061667,0,,,,
1062140,1,4296,walesquality,1060,1239
1062415,0,,,,
1130018,0,,,,
1062629,0,,,,
1125038,1,11390,TargetOvarian,10418,6018
1063015,0,,,,
1063329,1,1520,patterdaleMRT,2681,394
1125524,1,2191,ent_uk,2303,218
1063434,0,,,,
306338,0,,,,
1063643,0,,,,
1116922,0,,,,
1064406,0,,,,
1063793,0,,,,
1063827,0,,,,
1125817,0,,,,
1064800,0,,,,
1064919,0,,,,
1130005,1,1221,CCWoking,539,268
1065894,0,,,,
1066070,0,,,,
306134,0,,,,
1067189,0,,,,
1067982,1,71,sthildcollege,255,164
1067853,0,,,,
1041878,0,,,,
294222,1,2167,NETA_Training,599,773
293851,1,16861,PhysicsNews,167371,982
294085,1,1688,StClaresOxford,1457,726
1068036,0,,,,
1108199,1,78,EgmontTrust,162,30
1068647,1,4526,HarbourPlace1,1151,1230
294344,1,47034,woodlandtrust,176834,531
294670,0,,,,
1112529,0,,,,
1042013,1,675,NatTremor,439,334
1069269,0,,,,
1068757,0,,,,
1042415,0,,,,
1042637,0,,,,
307793,0,,,,
1042376,0,,,,
1069349,1,158,operationagri,59,90
1115258,0,,,,
1069990,0,,,,
1114623,1,5531,isbl_news,3718,546
1070081,0,,,,
307331,0,,,,
1070422,0,,,,
1108458,0,,,,
1128476,0,,,,
1071348,0,,,,
1071486,0,,,,
1109814,1,3023,frontlineuk,775,144
1075611,1,216,CLAIRE_Env,935,48
306945,0,,,,
1075405,1,3624,UC_alumni_UK,429,155
1071930,0,,,,
306080,0,,,,
1072327,1,3484,hsanw3,2385,1653
1072436,0,,,,
298316,0,,,,
1072832,1,2529,openheaven,741,405
307019,1,184,Frewencollege,213,208
307002,1,1538,greatwalstead,1024,173
1073327,1,15897,projectaware,41235,2780
1073594,0,,,,
1073677,1,1645,Emmaus_Preston,901,739
295329,1,10135,TheOAE,15182,2839
1073808,1,,Emmaus_StAlbans ,,
307852,1,796,wellesleyschool,472,184
1074320,0,,,,
307530,1,826,rushmoorschool,484,113
1074480,0,,,,
307014,1,1516,vinehallschool,630,87
1074784,0,,,,
307343,1,601,WestHillPark,793,400
1074868,0,,,,
307104,0,,,,
1075413,0,,,,
1075444,0,,,,
307347,0,,,,
1075630,1,13740,RSBCcharity,5600,3702
1075852,0,,,,
295175,0,,,,
295672,0,,,,
1076243,0,,,,
1076283,0,,,,
1076633,0,,,,
295197,0,,,,
1076786,0,,,,
1076849,0,,,,
307322,0,,,,
1077192,1,8610,EastsideLondon,6123,4465
1077264,1,589,EmmausHampshire,583,469
307368,0,,,,
307066,0,,,,
1077278,0,,,,
295598,1,3940,LingfieldColl,1164,258
1043191,0,,,,
1042690,0,,,,
295716,0,,,,
1077583,0,,,,
306710,0,,,,
1043581,0,,,,
1043876,0,,,,
1044350,0,,,,
1097660,1,359,cicscalderdale,216,238
1045577,0,,,,
1045839,1,1934,henry_cavendish,730,392
1046731,0,,,,
1046979,1,72,BEScoutsUK,79,20
295785,1,370,MCSOxford,533,65
1097499,0,,,,
300105,0,,,,
1047990,0,,,,
1045961,0,,,,
295808,1,954,hoebridgeschool,901,102
1097442,0,,,,
1096503,1,259,Wokingmind,258,502
1097197,1,31021,dadabhagwan,1942,2
1093327,0,,,,
296042,1,1562,Pauline__UK,467,296
1092948,0,,,,
296058,0,,,,
1096926,0,,,,
1092167,0,,,,
296065,1,3102,PETA_training,735,657
307531,1,159,StAndrewsBeds,207,70
1096846,0,,,,
307426,0,,,,
307299,0,,,,
1096688,0,,,,
1047123,0,,,,
307024,0,,,,
307372,0,,,,
1096491,0,,,,
307328,1,4376,BallardSchool,1788,1445
297580,0,,,,
1096118,0,,,,
1095480,0,,,,
307339,0,,,,
1094773,0,,,,
307072,0,,,,
307325,0,,,,
1093948,0,,,,
1082125,0,,,,
307324,0,,,,
307035,1,527,dorsethousesch,301,246
296834,0,,,,
1077651,1,26,SouthwarkPCA,58,134
307034,1,128,oldwestbournian,67,4
1077790,1,2948,EmmausLeeds,2040,1220
1077937,0,,,,
296491,1,3560,sidcotschool,2347,1700
1069976,1,2053,handinhand,635,468
307287,0,,,,
1078040,0,,,,
296590,1,1001,GreggsCharity,1671,745
1047354,1,1706,EmmausDover,896,680
1049403,0,,,,
296691,0,,,,
1049591,1,11031,Global_Ed_Derby,1459,1643
296588,0,,,,
1080890,1,185,nidderdaleshow,499,180
299186,1,2930,elattlondon,808,949
298155,1,315,ThorpeHall,561,138
297107,1,6478,StudyLIBF,2474,652
1049363,0,,,,
1050020,0,,,,
1049787,0,,,,
298522,0,,,,
298555,1,3688,stlukesharrow,3260,961
1051260,1,4459,redthreadyouth,3565,1719
298164,0,,,,
1051672,0,,,,
1051891,1,628,d5creation,190,5
1052016,0,,,,
299411,1,160,rydeshillprep,201,23
298830,1,5808,selfhelpafrica,41849,8725
1052174,0,,,,
298867,1,2608,ScannerCentre,583,1158
1052418,1,275,suttonschoolswk,255,195
296072,1,34860,whichuk,52297,2716
298970,0,,,,
1052600,1,265,FullLife_Maltby,154,171
297716,1,13186,BITC,28888,794
1052920,0,,,,
1053213,1,1175,HFH_Homes,1906,2011
1048070,0,,,,
299717,1,10647,SendaCow,6632,2028
298175,1,21545,TennisFndation,11047,3783
1054291,0,,,,
1048073,0,,,,
1054640,0,,,,
299745,1,535,motabilitypress ,1765,511
1054295,0,,,,
1056731,1,7441,medairint,4672,1453
299128,1,35283,ucbmedia,35596,229
1056911,0,,,,
1053646,0,,,,
1053961,1,3246,everyonecanuk,1957,1368
299081,1,5836,AhmadiyyaUK,14916,29
306122,0,,,,
302925,1,2530,TheLPFF,935,472
306318,0,,,,
1069380,0,,,,
1069411,0,,,,
1078149,0,,,,
299872,0,,,,
1078218,0,,,,
1078467,0,,,,
1078585,0,,,,
305992,1,25073,dandad,177050,13162
1079575,1,,caspari_news,,
306070,1,11997,fieldsintrust,7830,8155
1093558,1,648,BrightspaceFoun,753,311
306222,1,393,dumpton,474,115
1080233,0,,,,
306577,1,2755,TruroHigh,1105,262
1080634,0,,,,
300923,0,,,,
1093476,0,,,,
306218,0,,,,
1092445,0,,,,
306289,1,4318,AECCUniversityC,2102,2200
1081063,0,,,,
1082767,0,,,,
306709,0,,,,
303187,0,,,,
1081559,0,,,,
306716,0,,,,
303324,0,,,,
1093704,0,,,,
1078731,0,,,,
306712,1,1570,StoverSchool,1566,454
1080671,0,,,,
306998,1,78,babbeyschool,390,69
1083256,0,,,,
306054,1,8942,lordstaverners,11579,1209
1093439,1,5195,MBIFoundation,1099,885
307001,1,9561,BHillGirls,1823,901
1080677,0,,,,
306210,1,2670,bryanstonschool,4124,1056
1081091,0,,,,
307021,1,2463,stmarysbexhill,969,941
307003,0,,,,
1081435,1,12998,thevicsoc,19232,449
307346,0,,,,
1081842,0,,,,
1082215,1,10134,Aimuseums,10587,9101
306214,1,3184,clayesmore,2718,896
1082914,0,,,,
1083158,0,,,,
306576,0,,,,
1083039,1,13,@LinBerwickTrust,10,31
307341,0,,,,
309086,1,5524,HeathfieldAscot,4052,1737
306315,0,,,,
1095652,1,4076,DaisyAppeal,1547,747
1083175,0,,,,
1094827,1,391,_Friends_First,349,219
307006,0,,,,
1093455,0,,,,
1094676,1,1981,durhamunion,2685,806
1094416,0,,,,
1092748,0,,,,
1093108,0,,,,
307937,0,,,,
1091000,1,1674,SE_Rivers_Trust,1754,398
1092779,1,1016,HeartswellSW,484,915
307921,1,648,slcMain,561,52
306975,1,871,CHSchoolHorsham,1716,237
1091640,1,2011,WoManMin,189,156
307916,0,,,,
1091954,0,,,,
307907,1,37,Thestrip2018,88,338
1091114,1,829,egsportsclub,535,160
1084007,0,,,,
1092209,0,,,,
307844,0,,,,
1092093,0,,,,
307425,0,,,,
1091598,0,,,,
307534,1,9239,Manonthefence,356,314
1090758,0,,,,
307046,1,1303,WindleshamTweet,1281,647
1090731,1,360,jumbulanceuk,163,113
307048,1,2571,Farlington_Sch,1278,130
1090692,0,,,,
1090539,0,,,,
307330,1,694,Walhamptonprep,599,215
1090523,0,,,,
307340,0,,,,
1090119,0,,,,
1089736,1,325,antisempolicy,381,150
307342,0,,,,
1089239,0,,,,
1089042,0,,,,
307370,0,,,,
1089024,0,,,,
1088985,0,,,,
1088963,0,,,,
1088739,1,1158,TheArtRoomUK,4336,448
307374,0,,,,
307409,0,,,,
1088511,0,,,,
1088302,0,,,,
307335,0,,,,
1088295,0,,,,
1088148,1,1308,BristolRoversCT,1671,269
307320,0,,,,
1087969,1,914,EveryParentChd,555,244
1087847,0,,,,
1087559,0,,,,
307427,0,,,,
1087311,1,281,DenbFlintShow,1167,642
1086775,0,,,,
307332,1,7664,bedalesschool,3689,1028
1086668,0,,,,
1086575,1,5013,mankindcharity,3514,4342
307854,1,3910,@benendenschool,2083,554
1086200,0,,,,
1085903,1,94,manithaneyam,54,0
1085887,0,,,,
307071,1,631,ebcollegelife,980,328
1085724,1,3078,NYBBGB,3368,758
1085447,0,,,,
309089,0,,,,
1083626,0,,,,
1084803,0,,,,
1084038,0,,,,
306983,1,7072,GDST,10521,2229
1084573,0,,,,
1083867,1,17924,AshmoleanMuseum,75077,5389
311263,0,,,,
307061,1,3512,Brightoncollege,4761,1404
1130239,0,,,,
1131809,0,,,,
307063,0,,,,
312646,0,,,,
1098733,1,1488,DelticPS,3750,141
1098914,0,,,,
1129955,0,,,,
1099591,0,,,,
1084134,0,,,,
1099977,1,1155,cornwall_CF,2222,1194
312641,0,,,,
1119426,0,,,,
309640,0,,,,
1099978,0,,,,
312637,0,,,,
1103280,1,1737,LiturgyAndMusic,336,233
1105256,1,1857,wellingtonsch1,1336,93
1130066,0,,,,
1108726,1,27,TeckelsAS,187,181
312638,1,980,QuaintonHall,382,93
1109056,0,,,,
1110315,0,,,,
1109441,0,,,,
312629,0,,,,
1113460,0,,,,
1110570,0,,,,
312621,0,,,,
1113785,0,,,,
1115519,0,,,,
1101077,0,,,,
312591,0,,,,
1120590,0,,,,
1115825,0,,,,
309095,1,2481,UptonHouseSch,852,385
1117027,0,,,,
1118539,0,,,,
312593,0,,,,
1122436,0,,,,
1122730,0,,,,
312578,1,375,unicornschool,267,99
1124477,0,,,,
1124962,0,,,,
312101,1,831,Emerson_Colleg,712,246
312090,0,,,,
1125867,1,2620,DaphneJacksonTr,1817,2343
1127331,0,,,,
312286,0,,,,
1128869,1,1404,WKURC,506,541
1129340,0,,,,
307920,0,,,,
1131621,0,,,,
312082,0,,,,
1129449,0,,,,
1129636,0,,,,
309094,1,410,stpiranshm,337,67
1101120,1,0,BalaChildrenCtr,5,0
1100849,0,,,,
309096,1,2299,pangcoll,2279,285
1101573,0,,,,
309098,0,,,,
1100615,0,,,,
1101052,0,,,,
309100,1,404,_Ludgrove,873,275
1101935,1,3006,NOFASUK,1603,409
1098176,0,,,,
1109971,0,,,,
1104101,0,,,,
1109035,0,,,,
1112011,0,,,,
1111158,0,,,,
1112743,1,1163,EdirisaUK,211,161
1100158,0,,,,
1111067,1,3977,brightoncm,1188,915
309103,0,,,,
1102164,0,,,,
309147,0,,,,
307942,1,198,KingsCanterbury,983,246
309105,1,398,holmegrange,212,84
1126189,0,,,,
1100452,0,,,,
1097681,0,,,,
1099813,0,,,,
1121337,0,,,,
1100459,0,,,,
1119231,0,,,,
309093,1,2217,Welly_Master,2559,205
309108,0,,,,
1097803,0,,,,
1102834,0,,,,
1097927,0,,,,
309489,0,,,,
309109,0,,,,
1097995,0,,,,
1102963,0,,,,
1098759,0,,,,
309266,0,,,,
312080,1,431,St_Ives_School,260,506
1098424,0,,,,
309501,0,,,,
309481,0,,,,
1103895,1,47,TDCFtanzania,66,80
1103684,1,3550,WrekinCol,1642,861
309488,1,15075,godolphinschool,3155,1434
1113329,0,,,,
1128554,0,,,,
309565,1,1325,MulberryBushOrg,1588,1174
1127826,0,,,,
309642,1,1431,pinewoodprepsch,881,102
1127544,1,16187,MethodistGB,15144,6508
1127151,0,,,,
309643,1,4028,Moulsford,2026,394
1127980,0,,,,
1127495,0,,,,
309651,0,,,,
1122351,0,,,,
1122662,0,,,,
309648,1,1210,ruperthouse,605,352
1123290,0,,,,
309650,0,,,,
1116469,0,,,,
1121122,0,,,,
312084,1,599,ripleycourtprep,422,302
311716,0,,,,
310214,1,1250,Park_School,1417,1922
312085,0,,,,
312077,1,480,BelmontPrep,670,461
1117498,0,,,,
312079,1,2089,EwellCastleUK,1605,255
1114258,0,,,,
311445,1,1064,Westcott_House,2126,503
312068,0,,,,
311456,1,838,RidleyHall,1143,434
312070,1,486,Feltonfleet,1405,393
311075,1,282,charlottehprep,200,126
312069,0,,,,
1099115,0,,,,
1119073,0,,,,
1128668,0,,,,
312067,1,2130,HawthornsSchool,802,301
312064,1,2335,StJohnsSurrey,2046,376
311028,1,1219,allnationsuk,1643,2558
1116502,1,794,chilternchurch,152,232
312057,1,8783,tormeadschool,1570,181
1122911,0,,,,
1120155,0,,,,
312063,1,3674,manorhseschool,1535,729
1117508,1,801,BustSouthmead,330,435
312052,0,,,,
309684,0,,,,
309693,0,,,,
309683,1,1878,SFSOxford,951,197
1110830,0,,,,
1117230,0,,,,
312060,0,,,,
1114094,0,,,,
309482,0,,,,
1111271,0,,,,
1118887,1,3654,JasonRobertsFdn,1659,503
1114840,0,,,,
1116116,0,,,,
1098839,0,,,,
309148,1,1415,KingswoodSchool,550,109
309112,1,1627,oratoryschool,2011,248
1104027,0,,,,
309115,1,4022,theabbeyschool,2377,676
1119483,0,,,,
1122559,0,,,,
1103126,0,,,,
1104172,0,,,,
1120764,0,,,,
1104636,0,,,,
309144,0,,,,
1120789,0,,,,
309267,0,,,,
309710,1,304,RegentsOx,229,50
1104582,0,,,,
1124106,0,,,,
1105173,1,1862,twitturgies,7606,2955
1104056,0,,,,
1105216,0,,,,
1105540,0,,,,
309701,1,1659,RuskinOxford,647,853
1104841,0,,,,
1084286,1,8435,4_yp,3095,2631
1106409,0,,,,
309268,1,11457,rcmlondon,25412,899
1106941,1,29181,news,88599,1111
309703,0,,,,
1107348,0,,,,
1122013,0,,,,
1107345,0,,,,
309720,0,,,,
1111552,0,,,,
1126669,0,,,,
1125748,1,14480,coffeecaravan,3853,2841
1109268,1,120,BookfeastOxon,70,122
309714,1,1068,riponcuddesdon,766,744
1107943,0,,,,
1127150,0,,,,
1114785,0,,,,
309910,1,942,Beachborough,745,133
1107494,0,,,,
1128006,0,,,,
1109502,1,302,abbfestjill,551,574
310208,0,,,,
1124653,0,,,,
1118974,0,,,,
1112027,0,,,,
310278,0,,,,
1110869,0,,,,
1125241,0,,,,
1111348,0,,,,
309925,1,1153,sprattonhall,520,58
1111185,0,,,,
311062,1,5949,stchrishead,1906,1180
1111504,1,7476,MaternityWW,7542,3461
1119688,1,4508,RotaryGBI,9300,1175
311069,1,859,heathmountsch,552,53
1111739,0,,,,
311274,0,,,,
1114574,0,,,,
310634,1,938,StMarysSchoolGX,1294,144
1116182,0,,,,
1119077,1,4523,WTCommunityRL,2202,577
311059,0,,,,
1119307,0,,,,
1119896,0,,,,
310876,1,2051,@SaintNicksSch,1245,1047
1115015,0,,,,
1123549,1,3032,TOGMind,2019,1209
311273,0,,,,
1123661,0,,,,
311707,0,,,,
1121669,0,,,,
310637,1,219,GodstoweSchool,2026,184
1124155,0,,,,
310865,0,,,,
1121227,0,,,,
1127560,0,,,,
1121228,0,,,,
1124746,1,9215,WagingPeaceUK,3402,2914
310491,1,524,southleeschool,235,174
1126459,1,1638,StefanouFoundat,995,1796
311293,1,494,townclose,664,27
1116862,0,,,,
1119221,0,,,,
311054,1,1843,EdgeGrove ,2131,461
1126014,0,,,,
311070,0,,,,
1108498,0,,,,
1122577,0,,,,
1123996,0,,,,
311734,0,,,,
1102415,0,,,,
1127819,0,,,,
1098765,1,6763,ORCA_web,6416,535
1105370,0,,,,
1109691,0,,,,
1126584,1,1171,MusicTherapyWks,1526,150
1103138,0,,,,
312010,1,1378,MenuhinSchool,1905,1765
1105598,0,,,,
1128389,0,,,,
1103592,0,,,,
1117337,1,891,leightoncab,1344,422
1127618,1,16187,MethodistGB,15144,6508
1101395,0,,,,
1111223,0,,,,
1123832,0,,,,
1125701,0,,,,
1124209,0,,,,
1103836,0,,,,
1125769,1,58,Fairbanking_UK,159,324
311714,1,2962,WycliffeCollege,2518,351
1126113,0,,,,
310930,0,,,,
310279,1,1503,TheDownsSchool,890,264
1126844,1,80,ElvetMC,144,85
1124373,0,,,,
311061,1,1190,LockersPark,544,549
1125063,0,,,,
310481,1,156,orwellparksch,160,16
311715,0,,,,
1127643,0,,,,
311719,0,,,,
311027,0,,,,
311087,1,10097,ArtsEdLondon,21126,3354
1107410,0,,,,
312035,1,5709,UnitedLearning,6882,504
311793,1,2569,trinity_bristol,1064,451
312058,0,,,,
311064,0,,,,
312044,0,,,,
1107460,1,3816,wcl_news,4450,3154
311068,1,1940,BWPSchool,896,189
311874,0,,,,
312056,1,6961,sthilarysschool,1068,889
311740,0,,,,
310490,1,1139,OBHSchool,1286,161
311713,1,2807,rendcombcollege,929,216
1112004,0,,,,
1122110,1,67654,wix,411909,8216
311711,1,456,beaudesertpark,630,48
1109851,1,2324,STRETCHcharity,1178,1566
1108701,0,,,,
1108263,0,,,,
1108777,0,,,,
311997,0,,,,
1110406,1,6064,smitf_london,7706,1628
1110898,1,1073,Suffolk_Artlink,1023,454
312034,0,,,,
312025,1,1436,swpsofficial,1625,98
1111178,1,913,E2online17,609,666
1111740,0,,,,
311073,1,1834,StEdmundsWare,2807,162
1112313,0,,,,
1112734,1,1938,PHASEWorldwide,884,890
309912,0,,,,
1113165,0,,,,
1113376,0,,,,
1113838,0,,,,
311065,0,,,,
1114479,0,,,,
309911,1,839,Beacon_School,1157,143
1115452,1,1756,FusilierMuseum,1789,455
310631,0,,,,
1116784,0,,,,
311270,1,1335,Langley_School,1747,291
1117071,1,1801,CytunNew,972,1584
1117209,0,,,,
1120103,0,,,,
311272,0,,,,
1119646,1,239,twgsb,671,10
309639,1,1545,cothilltrust,288,235
309676,0,,,,
310482,1,4058,stfelixsch,1214,388
311736,0,,,,
1104839,1,776,GcrGreat,8722,113
309678,0,,,,
1130020,0,,,,
311053,0,,,,
309681,1,5347,teddiesoxford,2209,741
311738,0,,,,
310024,0,,,,
1130296,0,,,,
1118241,1,250,ClwydSRC,324,307
1118485,1,324,ArchwayProject1,376,521
1107634,0,,,,
310268,0,,,,
1118766,1,2806,PioneerNetwork,2017,2245
1119105,0,,,,
310013,1,5265,HaileyburyUK,3873,1298
1119196,0,,,,
310635,0,,,,
1119729,0,,,,
312041,0,,,,
310633,1,976,MaltmansGreen,242,79
1120745,0,,,,
310640,0,,,,
1121751,1,963,NexusICA,689,176
1122297,0,,,,
310638,1,1185,wycombeabbey,1977,212
311872,0,,,,
1122682,0,,,,
1122886,0,,,,
312033,1,895,aberdourschool,1373,6
1123128,0,,,,
1123336,1,130,ActivateCES,124,155
312051,1,1097,edgeborough,843,77
311780,1,6347,RoyalAgUni,8739,1055
1123573,1,1686,wtctheology,1164,695
1123968,0,,,,
311280,1,4206,norwichschool,3556,339
1125645,0,,,,
1125958,1,2428,seachangetrust,665,289
1126884,0,,,,
312008,0,,,,
1127637,0,,,,
312028,0,,,,
1128299,1,16187,MethodistGB,15144,6508
1128381,0,,,,
1107132,0,,,,
312038,0,,,,
1119242,0,,,,
1119794,1,66174,wwfcofficial,67634,239
311083,1,1494,aa_eventslist,5848,283
1127821,1,94,absencepresence,49,30
1128761,0,,,,
310486,0,,,,
310493,1,1962,ipswichschool,2140,320
310212,0,,,,
311057,1,2274,BSCollege,1657,207
230260,0,,,,
310870,1,16462,felstedschool,4796,211
312046,1,2958,EpsomCollegeUK,4648,106
310639,0,,,,
